Date.1,S&P 500 ATM Implied Volatility,,Date.2,ATM Implied Volatility for Options on TY Notes,,Date.3,ATM Implied Volatility for Options on Crude Oil Futures,,Date.4,ATM Implied Volatility for Options on Gold Futures,,Date.5,ATM Implied Volatility for Options on Euro Currency Futures,,Date.6,ATM Implied Volatility for Options on Corn Currency Futures
19950510,10.536,,19950509,5.939,,19940517,28.1622,,19970424,10.84619,,20030501,10.123,,19950510,12.516
19950511,10.437,,19950510,6.595,,19940518,27.43009,,19970425,10.86089,,20030502,10.083,,19950511,12.516
19950512,10.145,,19950511,6.29,,19940519,27.8474,,19970428,11.65159,,20030505,10.004,,19950512,12.516
19950515,10.105,,19950512,4.81,,19940520,29.20919,,19970429,11.68089,,20030506,10.721,,19950515,12.516
19950516,10.268,,19950515,4.52,,19940523,29.20919,,19970430,9.74059,,20030507,10.633,,19950516,12.516
19950517,10.097,,19950516,4.314,,19940524,29.07749,,19970501,10.10669,,20030508,10.674,,19950517,12.516
19950518,11.521,,19950517,6.969,,19940525,30.1954,,19970502,10.32639,,20030509,10.813,,19950518,12.516
19950519,10.446,,19950518,6.816,,19940526,28.1842,,19970505,10.0115,,20030512,11.204,,19950519,12.516
19950522,9.709,,19950519,6.656,,19940527,26.67589,,19970506,9.48799,,20030513,10.886,,19950522,12.516
19950523,9.639,,19950522,6.275,,19940530,26.6759,,19970507,9.52099,,20030514,10.774,,19950523,12.516
19950524,9.703,,19950523,6.114,,19940531,30.23929,,19970508,9.48799,,20030515,10.571,,19950524,12.516
19950525,9.59,,19950524,6.671,,19940601,30.4444,,19970509,10.37759,,20030516,10.617,,19950525,12.516
19950526,10.037,,19950525,6.778,,19940602,30.1368,,19970512,11.1904,,20030519,11.631,,19950526,12.516
19950529,10.037,,19950526,6.511,,19940603,25.0944,,19970513,10.72179,,20030520,11.223,,19950529,12.516
19950530,10.665,,19950529,6.511,,19940606,25.85589,,19970514,10.22749,,20030521,11.4,,19950530,12.516
19950531,10.849,,19950530,7.328,,19940607,26.7345,,19970515,10.37759,,20030522,11.413,,19950531,12.516
19950601,11.031,,19950531,7.503,,19940608,24.94799,,19970516,11.06589,,20030523,11.664,,19950601,12.516
19950602,11.901,,19950601,7.854,,19940609,26.51479,,19970519,10.31169,,20030526,11.664,,19950602,12.516
19950605,11.032,,19950602,7.816,,19940610,27.10059,,19970520,10.1653,,20030527,11.728,,19950605,12.516
19950606,10.842,,19950605,7.961,,19940613,28.03779,,19970521,9.305,,20030528,11.245,,19950606,12.516
19950607,10.672,,19950606,7.534,,19940614,27.2763,,19970522,8.7156,,20030529,11.214,,19950607,12.516
19950608,10.926,,19950607,7.991,,19940615,28.3526,,19970523,8.7742,,20030530,11.193,,19950608,12.516
19950609,10.274,,19950608,7.564,,19940616,28.33799,,19970526,8.7742,,20030602,11.311,,19950609,12.516
19950612,10.097,,19950609,7.717,,19940617,29.63389,,19970527,9.52099,,20030603,11.501,,19950612,12.516
19950613,9.674,,19950612,8.296,,19940620,33.13919,,19970528,11.21959,,20030604,11.418,,19950613,12.516
19950614,9.882,,19950613,8.152,,19940621,33.19049,,19970529,10.0921,,20030605,11.232,,19950614,12.516
19950615,9.267,,19950614,8.152,,19940622,31.0449,,19970530,10.9707,,20030606,11.098,,19950615,12.516
19950616,9.16,,19950615,8.152,,19940623,28.8798,,19970602,10.3703,,20030609,10.736,,19950616,12.516
19950619,9.623,,19950616,8.152,,19940624,29.97069,,19970603,10.6925,,20030610,10.335,,19950619,12.516
19950620,9.574,,19950619,7.381,,19940627,28.2721,,19970604,9.0963,,20030611,10.148,,19950620,12.516
19950621,9.6,,19950620,7.495,,19940628,30.4151,,19970605,9.0451,,20030612,9.995,,19950621,12.516
19950622,10.009,,19950621,7.48,,19940629,28.52099,,19970606,9.2867,,20030613,9.89,,19950622,12.516
19950623,9.576,,19950622,7.854,,19940630,32.0115,,19970609,9.64179,,20030616,10.531,,19950623,12.516
19950626,10.421,,19950623,7.793,,19940701,32.50949,,19970610,9.31599,,20030617,10.009,,19950626,12.516
19950627,10.899,,19950626,8.068,,19940704,32.5095,,19970611,9.0963,,20030618,9.92,,19950627,12.516
19950628,10.194,,19950627,8.358,,19940705,33.12459,,19970612,8.68999,,20030619,10.249,,19950628,12.516
19950629,9.67,,19950628,8.296,,19940706,30.1368,,19970613,9.41849,,20030620,10.351,,19950629,12.516
19950630,9.995,,19950629,8.365,,19940707,31.7332,,19970616,9.46969,,20030623,10.115,,19950630,12.516
19950703,10.025,,19950630,8.632,,19940708,27.37879,,19970617,8.8437,,20030624,10.092,,19950703,12.516
19950704,10.025,,19950703,8.838,,19940711,29.20919,,19970618,9.34529,,20030625,10.082,,19950704,12.516
19950705,10.863,,19950704,8.838,,19940712,31.57939,,19970619,9.94569,,20030626,9.747,,19950705,12.516
19950706,9.957,,19950705,8.937,,19940713,32.817,,19970620,10.15069,,20030627,9.539,,19950706,12.516
19950707,10.475,,19950706,8.35,,19940714,32.28979,,19970623,10.3703,,20030630,9.665,,19950707,12.516
19950710,11.155,,19950707,8.09,,19940715,34.48669,,19970624,10.42889,,20030701,9.827,,19950710,12.516
19950711,10.713,,19950710,7.823,,19940718,32.4948,,19970625,9.79189,,20030702,9.331,,19950711,12.516
19950712,10.918,,19950711,7.251,,19940719,34.743,,19970626,10.20189,,20030703,9.235,,19950712,12.516
19950713,11.136,,19950712,6.435,,19940720,32.8097,,19970627,11.19769,,20030704,9.235,,19950713,12.516
19950714,10.988,,19950713,6.511,,19940721,33.34429,,19970630,13.5846,,20030707,9.372,,19950714,12.516
19950717,11.318,,19950714,6.206,,19940722,32.87559,,19970701,13.35029,,20030708,9.627,,19950717,12.516
19950718,11.703,,19950717,6.229,,19940725,32.2019,,19970702,11.9299,,20030709,9.773,,19950718,12.516
19950719,12.011,,19950718,6.389,,19940726,30.1515,,19970703,13.0611,,20030710,9.546,,19950719,12.516
19950720,11.103,,19950719,6.977,,19940727,31.3817,,19970704,13.0611,,20030711,9.095,,19950720,12.516
19950721,10.84,,19950720,6.618,,19940728,34.0912,,19970707,17.87509,,20030714,9.532,,19950721,12.516
19950724,10.806,,19950721,6.702,,19940729,38.6315,,19970708,16.89769,,20030715,9.797,,19950724,12.516
19950725,11.146,,19950724,6.969,,19940801,38.6315,,19970709,17.95569,,20030716,10.035,,19950725,12.516
19950726,11.289,,19950725,7.007,,19940802,39.07089,,19970710,16.4108,,20030717,9.85,,19950726,12.516
19950727,11.518,,19950726,6.87,,19940803,41.3264,,19970711,15.75549,,20030718,9.493,,19950727,12.516
19950728,11.308,,19950727,6.771,,19940804,36.85929,,19970714,16.57189,,20030721,9.713,,19950728,12.516
19950731,11.991,,19950728,6.328,,19940805,31.8943,,19970715,16.53529,,20030722,9.854,,19950731,12.516
19950801,11.886,,19950731,6.763,,19940808,31.63069,,19970716,15.9642,,20030723,10.093,,19950801,12.516
19950802,11.401,,19950801,6.504,,19940809,30.1075,,19970717,14.5437,,20030724,9.669,,19950802,12.516
19950803,11.55,,19950802,6.626,,19940810,28.3672,,19970718,14.9757,,20030725,9.46,,19950803,12.516
19950804,10.515,,19950803,6.832,,19940811,26.17799,,19970721,13.7676,,20030728,9.716,,19950804,12.516
19950807,10.824,,19950804,5.886,,19940812,27.7303,,19970722,13.59189,,20030729,9.475,,19950807,12.516
19950808,11.846,,19950807,5.794,,19940815,29.2019,,19970723,13.2697,,20030730,9.444,,19950808,12.516
19950809,11.61,,19950808,5.672,,19940816,30.38579,,19970724,13.50399,,20030731,9.572,,19950809,12.516
19950810,11.452,,19950809,5.718,,19940817,31.8724,,19970725,14.75609,,20030801,9.651,,19950810,12.516
19950811,11.508,,19950810,5.413,,19940818,33.3736,,19970728,15.30519,,20030804,9.815,,19950811,12.516
19950814,10.968,,19950811,4.863,,19940819,32.2751,,19970729,16.0886,,20030805,9.817,,19950814,12.516
19950815,10.935,,19950814,4.97,,19940822,33.2564,,19970730,12.61079,,20030806,9.705,,19950815,12.516
19950816,11.07,,19950815,4.642,,19940823,35.0872,,19970731,13.36489,,20030807,9.286,,19950816,12.516
19950817,10.696,,19950816,7.305,,19940824,33.9448,,19970801,12.9146,,20030808,8.884,,19950817,12.516
19950818,10.592,,19950817,7.038,,19940825,34.66239,,19970804,12.76449,,20030811,9.077,,19950818,12.516
19950821,10.968,,19950818,6.557,,19940826,31.27919,,19970805,12.6694,,20030812,9.218,,19950821,12.516
19950822,10.822,,19950821,6.763,,19940829,34.721,,19970806,13.8408,,20030813,9.195,,19950822,12.516
19950823,11.607,,19950822,6.427,,19940830,32.4948,,19970807,12.42039,,20030814,8.845,,19950823,12.516
19950824,10.464,,19950823,6.404,,19940831,29.0921,,19970808,12.61079,,20030815,8.827,,19950824,12.516
19950825,10.367,,19950824,6.45,,19940901,29.5314,,19970811,12.3618,,20030818,8.909,,19950825,12.516
19950828,10.699,,19950825,6.763,,19940902,27.9206,,19970812,11.73219,,20030819,9.367,,19950828,12.516
19950829,10.538,,19950828,7.434,,19940905,27.9206,,19970813,12.45699,,20030820,9.528,,19950829,12.516
19950830,10.064,,19950829,7.343,,19940906,30.5762,,19970814,13.5333,,20030821,10.732,,19950830,12.516
19950831,9.518,,19950830,7.457,,19940907,30.34189,,19970815,12.42039,,20030822,10.414,,19950831,12.516
19950901,9.125,,19950831,7.61,,19940908,29.50209,,19970818,12.95489,,20030825,10.329,,19950901,12.516
19950904,9.125,,19950901,6.832,,19940909,27.34219,,19970819,13.4308,,20030826,10.249,,19950904,12.516
19950905,9.673,,19950904,6.832,,19940912,26.63929,,19970820,15.39309,,20030827,10.242,,19950905,12.516
19950906,9.871,,19950905,7.106,,19940913,22.03389,,19970821,14.49979,,20030828,10.269,,19950906,12.516
19950907,9.955,,19950906,6.984,,19940914,27.8694,,19970822,14.38259,,20030829,9.803,,19950907,12.516
19950908,9.54,,19950907,6.862,,19940915,26.95409,,19970825,15.4004,,20030901,9.803,,19950908,12.516
19950911,9.85,,19950908,6.656,,19940916,26.1707,,19970826,14.0092,,20030902,10.562,,19950911,12.516
19950912,9.995,,19950911,6.862,,19940919,26.5881,,19970827,14.12639,,20030903,10.928,,19950912,12.516
19950913,9.666,,19950912,6.526,,19940920,26.96879,,19970828,14.29479,,20030904,10.37,,19950913,12.516
19950914,9.571,,19950913,6.526,,19940921,27.496,,19970829,13.1892,,20030905,10.421,,19950914,12.516
19950915,9.78,,19950914,6.526,,19940922,26.2073,,19970901,13.1892,,20030908,10.478,,19950915,12.516
19950918,10.272,,19950915,6.526,,19940923,28.06699,,19970902,14.36069,,20030909,10.961,,19950918,12.516
19950919,10.248,,19950918,5.802,,19940926,27.6497,,19970903,14.6096,,20030910,10.873,,19950919,12.516
19950920,10.214,,19950919,5.687,,19940927,26.2073,,19970904,13.9433,,20030911,10.869,,19950920,12.516
19950921,10.282,,19950920,5.68,,19940928,28.22809,,19970905,13.2551,,20030912,10.729,,19950921,12.516
19950922,10.416,,19950921,6.038,,19940929,25.47509,,19970908,12.2959,,20030915,10.848,,19950922,12.516
19950925,10.816,,19950922,6.076,,19940930,27.2763,,19970909,12.6035,,20030916,10.943,,19950925,12.516
19950926,10.495,,19950925,6.107,,19941003,30.16609,,19970910,11.4539,,20030917,11.08,,19950926,12.516
19950927,10.138,,19950926,5.702,,19941004,31.0009,,19970911,12.21909,,20030918,11.183,,19950927,12.516
19950928,9.796,,19950927,5.504,,19941005,30.6201,,19970912,12.49359,,20030919,11.36,,19950928,12.516
19950929,9.876,,19950928,5.405,,19941006,29.47279,,19970915,12.86699,,20030922,12.416,,19950929,12.516
19951002,11.266,,19950929,5.474,,19941007,24.99189,,19970916,13.6651,,20030923,11.582,,19951002,12.516
19951003,11.786,,19951002,5.504,,19941010,25.5484,,19970917,13.14529,,20030924,11.042,,19951003,12.516
19951004,12.306,,19951003,5.374,,19941011,23.73259,,19970918,12.4643,,20030925,10.848,,19951004,12.516
19951005,11.984,,19951004,5.138,,19941012,23.652,,19970919,12.3399,,20030926,10.63,,19951005,12.516
19951006,10.528,,19951005,5.649,,19941013,23.7618,,19970922,11.7468,,20030929,10.958,,19951006,12.516
19951009,12.266,,19951006,5.046,,19941014,21.77759,,19970923,10.3337,,20030930,12.003,,19951009,12.516
19951010,12.529,,19951009,5.046,,19941017,23.4983,,19970924,10.0555,,20031001,11.755,,19951010,12.516
19951011,11.644,,19951010,5.107,,19941018,22.56839,,19970925,9.17689,,20031002,11.606,,19951011,12.516
19951012,11.218,,19951011,4.718,,19941019,22.45859,,19970926,9.60149,,20031003,11.329,,19951012,12.516
19951013,11.134,,19951012,4.886,,19941020,22.36339,,19970929,10.92679,,20031006,11.397,,19951013,12.516
19951016,11.918,,19951013,4.322,,19941021,21.0235,,19970930,14.2728,,20031007,11.794,,19951016,12.516
19951017,11.127,,19951016,4.23,,19941024,19.86669,,19971001,10.8975,,20031008,11.636,,19951017,12.516
19951018,11.326,,19951017,3.673,,19941025,18.45359,,19971002,11.23429,,20031009,11.347,,19951018,12.516
19951019,10.679,,19951018,5.542,,19941026,19.39069,,19971003,11.5052,,20031010,11.355,,19951019,12.516
19951020,11.048,,19951019,5.519,,19941027,19.4127,,19971006,11.2746,,20031013,11.355,,19951020,12.516
19951023,11.163,,19951020,5.718,,19941028,17.9923,,19971007,10.7437,,20031014,11.561,,19951023,12.516
19951024,11.09,,19951023,5.771,,19941031,17.55299,,19971008,10.97799,,20031015,11.481,,19951024,12.516
19951025,11.93,,19951024,5.71,,19941101,16.68169,,19971009,12.62909,,20031016,11.265,,19951025,12.516
19951026,12.91,,19951025,5.664,,19941102,17.12829,,19971010,12.00669,,20031017,10.941,,19951026,12.516
19951027,11.696,,19951026,5.588,,19941103,15.6932,,19971013,12.11289,,20031020,11.096,,19951027,12.516
19951030,11.907,,19951027,5.374,,19941104,31.0009,,19971014,12.16049,,20031021,10.608,,19951030,12.516
19951031,11.365,,19951030,5.367,,19941107,32.817,,19971015,12.501,,20031022,10.857,,19951031,12.516
19951101,10.542,,19951031,5.26,,19941108,32.0115,,19971016,12.73519,,20031023,10.76,,19951101,12.516
19951102,10.245,,19951101,5.321,,19941109,32.59,,19971017,11.9299,,20031024,10.47,,19951102,12.516
19951103,9.47,,19951102,5.489,,19941110,32.87559,,19971020,12.12749,,20031027,10.886,,19951103,12.516
19951106,10.453,,19951103,5.1,,19941111,31.7625,,19971021,12.47169,,20031028,10.582,,19951106,12.516
19951107,11.371,,19951106,4.734,,19941114,31.86499,,19971022,12.22999,,20031029,10.379,,19951107,12.516
19951108,10.644,,19951107,4.657,,19941115,30.9277,,19971023,11.4979,,20031030,10.039,,19951108,12.516
19951109,10.937,,19951108,4.901,,19941116,31.4696,,19971024,17.8532,,20031031,9.779,,19951109,12.516
19951110,11.059,,19951109,4.833,,19941117,32.43619,,19971027,21.8362,,20031103,10.028,,19951110,12.516
19951113,11.313,,19951110,4.878,,19941118,31.3817,,19971028,21.0967,,20031104,9.948,,19951113,12.516
19951114,11.861,,19951113,4.634,,19941121,30.31259,,19971029,20.1888,,20031105,9.958,,19951114,12.516
19951115,11.444,,19951114,3.856,,19941122,26.89559,,19971030,20.53289,,20031106,9.797,,19951115,12.516
19951116,11.129,,19951115,5.687,,19941123,25.2555,,19971031,24.69169,,20031107,9.816,,19951116,12.516
19951117,10.955,,19951116,5.695,,19941124,25.2555,,19971103,22.03389,,20031110,9.779,,19951117,12.516
19951120,10.419,,19951117,5.329,,19941125,25.2555,,19971104,18.2998,,20031111,9.779,,19951120,12.516
19951121,10.317,,19951120,5.008,,19941128,27.7742,,19971105,16.65239,,20031112,10.172,,19951121,12.516
19951122,10.064,,19951121,4.94,,19941129,25.60689,,19971106,16.052,,20031113,10.487,,19951122,12.516
19951123,10.064,,19951122,4.894,,19941130,26.10479,,19971107,17.17959,,20031114,10.536,,19951123,12.516
19951124,10.356,,19951123,4.894,,19941201,24.6112,,19971110,17.38459,,20031117,10.71,,19951124,12.516
19951127,10.959,,19951124,4.856,,19941202,22.7222,,19971111,16.97459,,20031118,11.96,,19951127,12.516
19951128,9.408,,19951127,4.894,,19941205,23.2054,,19971112,21.1114,,20031119,11.492,,19951128,12.516
19951129,9.58,,19951128,4.604,,19941206,23.08819,,19971113,20.30599,,20031120,11.067,,19951129,12.516
19951130,10.034,,19951129,4.65,,19941207,23.1249,,19971114,20.9869,,20031121,10.694,,19951130,12.516
19951201,8.607,,19951130,5.054,,19941208,22.91979,,19971117,19.64699,,20031124,10.919,,19951201,12.516
19951204,9.165,,19951201,4.741,,19941209,22.5025,,19971118,17.531,,20031125,10.492,,19951204,12.516
19951205,9.279,,19951204,5.1,,19941212,22.75139,,19971119,17.46509,,20031126,10.538,,19951205,12.516
19951206,9.781,,19951205,5.13,,19941213,21.41889,,19971120,17.8019,,20031127,10.538,,19951206,12.516
19951207,9.691,,19951206,5.092,,19941214,20.2327,,19971121,17.2674,,20031128,10.861,,19951207,12.516
19951208,9.271,,19951207,5.222,,19941215,19.6763,,19971124,18.5561,,20031201,11.146,,19951208,12.516
19951211,9.299,,19951208,4.642,,19941216,19.2956,,19971125,17.7287,,20031202,10.81,,19951211,12.516
19951212,8.933,,19951211,4.375,,19941219,18.27779,,19971126,18.70249,,20031203,10.872,,19951212,12.516
19951213,8.747,,19951212,3.917,,19941220,17.5457,,19971127,18.7025,,20031204,10.624,,19951213,12.516
19951214,9.127,,19951213,5.214,,19941221,16.26429,,19971128,18.7025,,20031205,10.532,,19951214,12.516
19951215,9.537,,19951214,5.069,,19941222,16.68899,,19971201,20.27669,,20031208,10.521,,19951215,12.516
19951218,12.363,,19951215,5.222,,19941223,19.10519,,19971202,17.6189,,20031209,10.439,,19951218,12.516
19951219,9.795,,19951218,5.603,,19941226,19.1052,,19971203,17.8458,,20031210,10.29,,19951219,12.516
19951220,9.977,,19951219,5.062,,19941227,19.1345,,19971204,18.08379,,20031211,10.245,,19951220,12.516
19951221,9.597,,19951220,4.886,,19941228,17.9484,,19971205,18.3584,,20031212,10.153,,19951221,12.516
19951222,9.299,,19951221,4.985,,19941229,18.94409,,19971208,17.01119,,20031215,10.264,,19951222,12.516
19951226,9.687,,19951222,4.978,,19941230,20.1888,,19971209,18.6476,,20031216,10.179,,19951226,12.516
19951227,10.17,,19951226,5.077,,19950103,19.85199,,19971210,19.34679,,20031217,10.084,,19951227,12.516
19951228,10.433,,19951227,4.932,,19950104,19.1198,,19971211,20.29859,,20031218,10.051,,19951228,12.516
19951229,10.65,,19951228,4.924,,19950105,19.36879,,19971212,19.4566,,20031219,9.559,,19951229,12.516
19960102,10.43,,19951229,4.901,,19950106,17.0258,,19971215,20.78919,,20031222,9.585,,19960102,19.855
19960103,10.101,,19960102,5.046,,19950109,17.0258,,19971216,19.9472,,20031223,9.2,,19960103,20.877
19960104,11.791,,19960103,4.772,,19950110,16.26429,,19971217,19.77879,,20031224,9.099,,19960104,19.779
19960105,10.64,,19960104,4.665,,19950111,16.14719,,19971218,19.42,,20031226,8.457,,19960105,21.053
19960108,11.19,,19960105,5.031,,19950112,21.93869,,19971219,17.4358,,20031229,8.904,,19960108,20.915
19960109,12.855,,19960108,4.81,,19950113,22.0193,,19971222,15.5761,,20031230,10.362,,19960109,21.984
19960110,13.804,,19960109,4.947,,19950116,20.13759,,19971223,17.14299,,20031231,10.988,,19960110,21.762
19960111,12.354,,19960110,5.176,,19950117,22.18029,,19971224,16.3083,,20040102,10.988,,19960111,21.099
19960112,12.201,,19960111,4.573,,19950118,18.59269,,19971226,15.92749,,20040105,11.184,,19960112,22.22
19960115,12.693,,19960112,4.199,,19950119,21.8948,,19971229,18.805,,20040106,11.309,,19960115,23.7
19960116,12.232,,19960115,4.199,,19950120,23.93759,,19971230,17.95569,,20040107,11.12,,19960116,18.505
19960117,12.062,,19960116,4.276,,19950123,22.0998,,19971231,16.18009,,20040108,11.063,,19960117,17.147
19960118,12.141,,19960117,5.863,,19950124,21.78499,,19980102,16.7329,,20040109,10.877,,19960118,17.04
19960119,11.036,,19960118,5.771,,19950125,21.7264,,19980105,19.625,,20040112,11.228,,19960119,15.483
19960122,11.545,,19960119,5.519,,19950126,20.7306,,19980106,19.31749,,20040113,11.112,,19960122,15.819
19960123,11.651,,19960122,5.672,,19950127,19.88129,,19980107,18.78669,,20040114,10.979,,19960123,15.247
19960124,11.186,,19960123,5.786,,19950130,18.81229,,19980108,18.53409,,20040115,10.575,,19960124,15.499
19960125,11.302,,19960124,5.451,,19950131,18.2266,,19980109,17.83119,,20040116,11.128,,19960125,15.415
19960126,10.26,,19960125,5.771,,19950201,19.39809,,19980112,18.20459,,20040119,11.128,,19960126,14.636
19960129,10.82,,19960126,5.596,,19950202,20.08629,,19980113,17.12829,,20040120,11.111,,19960129,15.079
19960130,11.028,,19960129,5.924,,19950203,19.4566,,19980114,17.985,,20040121,11.536,,19960130,17.093
19960131,10.73,,19960130,5.924,,19950206,16.5279,,19980115,16.9087,,20040122,11.49,,19960131,16.887
